CUSTOMER_ID,NAME,BILL_TO_COUNTRY,SHIP_TO_NAME,SHIP_TO_ADDR_1,SHIP_TO_ADDR_2,SHIP_TO_CITY,SHIP_TO_STATE
HCT01,HCT PACKAGING INC,USA,"HCT PACKAGING, INC",NULL,1270 AVENUE OF THE AMERICAS,NEW YORK,NY
HEN02,HENKEL CORPORATION,NULL,ACHENSON  COLLOIDS  CO,C/O LASER FORWARDING,1496  EAST   FRANCIS   STREET,ONTARIO,CA
HEN07,HENKEL CORPORATION,NULL,NULL,NULL,NULL,NULL,NULL
HEN10,HENNIGES AUTOMOTIVE,USA,METZELER AUTOMOTIVE PROFILE SY,,13209 SOUTH UNITEC,LAREDO,TX
HER01,HERITAGE PACKAGING,USA,NULL,NORMAN MUNSON,NULL,NULL,NULL
HIB01,HIBCO PLASTICS,USA,HIBCO PLASTICS,NULL,1820 HWY 601 SOUTH,YADKINVILLE,NC
HIZ01,HIZONE BRANDS LTD,USA,HIZONE BRANDS LTD,PO BOX 250,490 BENNETT ROAD,ELK GROVE,IL
HOL04,HOLMATRO INC,USA,NULL,,NULL,NULL,NULL
HOM01,HOME HARDWARE PAINT & CHEMICAL,CANADA,HOME HARDWARE,JOSH WANAGEL,6 BRIAN DRIVE,BURFORD,ON
HON01,HONDA DE MEXICO SA DE CV,MEXICO,DATRAN USA INC,JIMMY EDWARDS,561 BESSIE RD,PIEDMONT,SC
HON02,HONDA OF SOUTH CAROLINA MFG IN,NULL,ADVANCED PLASTIC & MATERIAL TESTING,DALE MOTZKO,42 DUTCH MILL RD,ITHACA,NY
HON02,HONDA OF SOUTH CAROLINA MFG IN,NULL,HONDA,NATHALIE ROBIDAS,1111 HONDA WAY,TIMMONSVILLE,SC
HON02,HONDA OF SOUTH CAROLINA MFG IN,NULL,"HONDA R&D AMERICAS, INC",DR  ASHOK BHATNAGER,19900 STATE ROUTE 739,MARYSVILLE,OH
HON04,HONDA R&D AMERICAS INC,NULL,DATRAN,NULL,115 DES PME,SHERBROOKE,QC
HON07,HONEYWELL PERFORMANCE POLYMERS,USA,HONEYWELL PERFORMANCE POLYMERS,NULL,15801 WOODS EDGE RD,COLONIAL HEIGHTS,VA
HOR01,HORIZON PLASTICS INTERNATIONAL,CANADA,NULL,NULL,NULL,NULL,NULL
HOY01,HOYU AMERICA COMPANY,USA,NULL,ATTN: ROBERT,NULL,NULL,NULL
HPI01,HPI PRODUCTS,NULL,NULL,NULL,NULL,NULL,NULL
HUB01,HUB PLASTICS,NULL,COLUMBIA CAN,C/O DSV,48-02 25TH AVE,LONG ISLAND,NY
HUF01,HUF NORTH AMERICA,NULL,NULL,JENNIFER HOMMEMA,NULL,NULL,NULL
HUS02,HUSQVARNA AB,SWEDEN,HUSQVARNA,KEITH MAURER,C/O HARTSFIELD WHSE,ATLANTA,GA
HYD04,HYDRIL CORPORATION,NULL,HYDRIL CORPORATION,ROBERT KLECKAUSKAS,8641 MOERS,HOUSTON,TX
IKM01,I K MAURER SALES INC,USA,I K MAURER SALES INC,NULL,1050 PIONEER WAY STE-C,EL CAJON,CA
ILL03,ILLINOIS BOTTLE MANUFACTURING,NULL,ILLING BOTTLE,,701 EAST DEVON AVE,ELK GROVE VILLAGE,IL
IMC01,IMCD AUSTRALIA LIMITED,AUSTRALIA,NULL,NULL,NULL,NULL,NULL
IMP01,IMPACT PRODUCTS INC,NULL,IMPACT PRODUCTS,NULL,2840 CENTENNIAL ROAD,TOLEDO,OH
IMP02,IMPERIAL PACKAGING CORP,USA,NULL,NULL,NULL,NULL,NULL
INC02,INCINERATION RECYCLING SERVICES INC,USA,NULL,NULL,NULL,NULL,NULL
IND07,INDUSTRIAL CLOTHING LTD,SRI LANKA,NULL,REC,NULL,NULL,NULL
IND11,INDUSTRIAL WHEELS,USA,NULL,NULL,NULL,NULL,NULL
INE01,INERGY AUTOMOTIVE SYSTEMS,NULL,PLASTIC OMNIUM,MS. FRANCINE MILLS,,,
INF02,INFINITE POLYMER SOLUTIONS INC,CANADA,NULL,,NULL,NULL,NULL
INK02,INK MILL CORPORATION,USA,INK MILL CORPORATION,,6 BAY ROAD,SANBORNTON,NH
INK03,INK SYSTEMS INC,USA,INK SYSTEMS INC,NULL,2311 S. EASTERN AVE.,CITY OF COMMERCE,CA
INN03,INNOVATIVE IDEAS,USA,INNOVATIVE IDEAS,NULL,,,
INN05,INNOVATIVE INVENTORY LLC,USA,NULL,NULL,NULL,NULL,NULL
INN08,INNOVATIVE POLYMERS INC,USA,NULL,NULL,NULL,NULL,NULL
INT04,INTEGRATED OUTSOURCE SOLUTIONS,USA,NULL,RECEIVING DEPT,NULL,NULL,NULL
INT06,INTEGRITY ROTATIONAL MOLDING LLC,USA,NULL,,NULL,NULL,NULL
INT14,INTERNATIONAL PACKAGING & CONT,NULL,CARLISLE SYNTEC INCORPORATED,,1509 RITNER HIGHWAY,CARLISLE,PA
INT17,INTERSTATE PRODUCTS,NULL,"NEPERA, INC",NULL,ROUTE 17,HARRIMAN,NY
INT19,INTERNATIONAL POLYMERS LLC,NULL,INTERNATIONAL POLYMERS,MR CHUCK LEE,1134 W SOUTH ST,KEWANEE,IL
INT20,INTRALOX,NULL,NULL,NULL,NULL,NULL,NULL
ISP01,ISPEC INC,USA,"ISPEC, INC",NULL,115 RIVER ROAD,EDGEWATER,NJ
ITR01,ITRAN RUBBER CORPORATION,USA,NULL,MS. LORRAINE LETIZIA,NULL,NULL,NULL
ITW01,ITW DYMON,USA,NULL,NULL,NULL,NULL,NULL
JAM03,JAMES ALEXANDER CORP,USA,"JACHTS COLUMBIA CAN, LLC",NULL,90 SIXTH AVENUE,PATERSON,NJ
JJM02,J J MAUGET CO,USA,NULL,NULL,NULL,NULL,NULL
JLC01,J L CONSULTING,USA,NULL,NULL,NULL,NULL,NULL
JLT02,JLT PERFORMANCE INC,USA,NULL,JOHN CERNY,NULL,NULL,NULL
JOH02,JOHN DEERE & CO,NULL,NULL,NULL,NULL,NULL,NULL
JOH04,JOHN DEERE WORLDWIDE PRODUCT DEVELO,USA,"JOHN DEERE & CO,",CAL-DEC,ONE JOHN DEERE PLACE,MOLINE,IL
JOM01,JOMAPS LLC,USA,NULL,DBA... CAL - DEC,NULL,NULL,NULL
KAH01,KAHAN COMPANY INC,NULL,KAHAN CO,LAURIE CLEMENT,14562 MANZANITA DRIVE,FONTANA,CA
KAH01,KAHAN COMPANY INC,NULL,KAHAN COMPANY INC,NULL,9838  HAWTHORNE  DR.,RANCHO CUCAMONGA,CA
KAL03,KALSEC INC,NULL,KALSEC,NULL,3113 W MAIN ST,KALAMAZOO,MI
KAN01,KANEKA TEXAS CORPORATION,NULL,NULL,,NULL,NULL,NULL
KEC01,K & E CHEMICAL,NULL,NULL,NULL,NULL,NULL,NULL
KEM01,KEMCO OIL & CHEMICALS,NULL,KEMCO  INDUSTRIES  LLC,RECEIVING DEPT.,1374  E.  MAIN STREET,LEHI,UT
KEM02,"KEMPER SYSTEMS AMERICA, INC",USA,NULL,NULL,NULL,NULL,NULL
KEY01,KEYSTONE INDUSTRIES,USA,KEYSTONE INDUSTRIES,JASON BLOCK,616 HOLLYWOOD AVENUE,CHERRY HILL,NJ
KEY03,KEYTRONIC EMS HEADQUARTERS,USA,NULL,CARRIE ERICKSON,NULL,NULL,NULL
KIT01,KITPACKERS,NULL,ELLISWORTH ADHESIVES,DIV  OF ELLWORTH ADHESIVE CORP,,,
KIT01,KITPACKERS,NULL,KITPACKERS,NULL,N117 W18711 FULTON DRIVE,GERMANTOWN,WI
KIT01,KITPACKERS,NULL,KITPACKERS,,W186 N11687 MORSE DRIVE,GERMANTOWN,WI
KOH01,KOHLER CO,NULL,NULL,PAUL RAMSDEN,NULL,NULL,NULL
KOK01,K O K PRODUCTS INC,NULL,K O K PRODUCTS,NULL,700 S 3B'S & K RD,GALENA,OH
KOL02,KOLOR FUSION INTERNATIONAL,USA,KOLORFUSION,AL SCHUSTER,7347 S. REVERE PARKWAY BLDG.A,CENTENNIAL,CO
LAC01,LACKS ENTERPRISES INC,USA,NULL,NULL,NULL,NULL,NULL
LAC03,LA COMPAGNIE CONSOLIDATED BOTT,CANADA,CONSOLIDATED BOTTLE,JIM GRIFFIN,2817 EAST PENNWOOD,GREEN BAY,WI
LAN02,LANG DENTAL MANUFACTURING,USA,NULL,SAM PRICE,NULL,NULL,NULL
LET02,LETICA CORPORATION,USA,LETICA CORPORATION,NULL,52585 DEQUINDRE,ROCHESTER,MI
LET02,LETICA CORPORATION,USA,LETICA CORPORATION,BOBBY MOUREN-LAURENS,191 INDUSTRIAL PARK DRIVE,FULTON,KY
LIN01,LINCOLN COMPOSITES,USA,NULL,ANDREW BAR,NULL,NULL,NULL
LIQ03,LIQUID PACKAGING COMPANY,USA,LIQUID PACKAGING,NULL,7739 MONROE STREET,PARAMOUNT,CA
LIQ04,LIQUID PACKAGING RESOURCES INC,USA,"LIQUID PACKAGING RESOURCES, INC",NULL,5110 FULTON INDUSTRIAL BLVD.,ATLANTA,GA
LON03,LONGWOOD INDUSTRIES,NULL,NULL,JESSICA  M.,NULL,NULL,NULL
LOR01,LORAMA GROUP,CANADA,NULL,BRIAN TOMSON,NULL,NULL,NULL
LUB02,LUBRICATING SPECIALTIES CO,NULL,LUBRICATING SPECIALTIES CO,CARL MAHABIR,8015 PARAMOUNT BLVD,PICO RIVERA,CA
LUB03,"LUBRIZOL ADVANCED MATERIALS, INC",USA,LUBRIZOL,NULL,9911 BRECKSVILLE ROAD,BRECKSVILLE,OH
LUB03,"LUBRIZOL ADVANCED MATERIALS, INC",USA,LUBRIZOL,MICHAEL BANKS,9911 BRECKSVILLE ROAD,BRECKSVILLE,OH
LUN01,LUNDRIZOL ADVANCED MATERIALS INC,USA,NULL,SPECIAL PRODUCTS DEPT,NULL,NULL,NULL
MAI03,MAINTENANCE SOLUTIONS LLC,USA,MAINTENANCE SOLUTIONS,SPECIAL PRODUCTS DEPT,100 NEWLAND ROAD,TOWNVILLE,SC
MAU13,MAUSER CORP,NULL,COCA COLA COMPANY,RECV,2501 ORANGE AVENUE,APOPKA,FL
MAU13,MAUSER CORP,NULL,COCA COLA MINUTE MAID,ANDREW EGER,2501 ORANGE AVENUE,PLYMOUTH,FL
MAU13,MAUSER CORP,NULL,MICRO-FLO CORP,NULL,HWY 41 NORTH ROUTE 1,SPARKS,GA
MAU13,MAUSER CORP,NULL,TROPICANA PRODUCTS,DAVE FLOYD,6500 GLADES CUT OFF ROAD,FT. PIERCE,FL
MEA04,MEARTHANE PRODUCTS CORPORATION,USA,NULL,CHARLIE MACKEY,NULL,NULL,NULL
MEG03,MEGUIAR'S,USA,BPI PACKAGING,RECEIVING DEPT,4050 NEW GETWELL ROAD,MEMPHIS,TN
MEN01,MENTHOLATUM,USA,MENTHOLATUM,MS KRISTY PAPAY,707 STERLING DRIVE,ORCHARD  PARK,NY
MHP01,M&H PLASTICS USA,NULL,KOLMAR OF CANADA,NULL,"149 VICTORIA ST, BARRIE",ONTARIO,
MIC04,MICROBRUSH CORP,NULL,MICROBRUSH CORP,NULL,6600 BEACHVIEW DR #312,RANCHO PALOS VERDES,CA
MIC08,MICRO-LAMINATES,CANADA,NULL,NULL,NULL,NULL,NULL
MID11,MIDWEST INDUSTRIAL COATINGS INC,USA,NULL,NULL,NULL,NULL,NULL
MIN04,MINNESOTA THERMAL SCIENCE,USA,NULL,NULL,NULL,NULL,NULL
MIN06,MINRAD INC,NULL,NULL,RECEIVING,NULL,NULL,NULL
MIN08,MINRAD INC,NULL,NULL,SABRINA SKARI,NULL,NULL,NULL
MJS02,MJS PACKAGING,NULL,A Q L  DECORATING,,215 BERGEN BLVD.,FAIRVIEW,NJ
MJS02,MJS PACKAGING,NULL,FRAGRANCE MANUFACTURING INC,MR  LARRY STEIN,200 CASCADE DRIVE BLDG.D,ALLENTOWN,PA
MJS02,MJS PACKAGING,NULL,RECOCHEM INC,ANDREA FONTANA,800 MONTEE DE LIESSE,MONTREAL,QC
MJS02,MJS PACKAGING,NULL,THE PACKAGING CONSULTANTS GROU,NULL,3880 DANBURY ROAD-SUITE #A,BREWSTER,NY
MON04,MONSANTO,NULL,MONSANTO CO,MIKE RYSHAK,800 N. LINDBERGH  BLVD.,ST. LOUIS,MO
MSS01,MSSC LLC,USA,NULL,NULL,NULL,NULL,NULL
MUL05,MULTI-PACK,NULL,MULTI-PACK,C/O R & D LOGISTICS LLC,8372 NORTH STEVEN ROAD,MILWAUKEE,WI
MUN01,MUNICIPAL PACKAGING,USA,NULL,,NULL,NULL,NULL
MUS01,MUSCLE PRODUCTS CORP,NULL,MUSCLE PRODUCTS,NULL,64 NORTH GREEN LANE,ZELIENOPLE,PA
MUS01,MUSCLE PRODUCTS CORP,NULL,"MUSCLE PRODUCTS, CORPORATION",RECV,188 FREEPORT ROAD,BUTLER,PA
NAN01,NANOFILM,USA,NULL,RECEIVING DEPT.,NULL,NULL,NULL
NAT05,NATIONAL TOWELETTE COMPANY,NULL,"MAUPAC, INC",,6175 BOATROCK BLVD,ATLANTA,GA
NAT05,NATIONAL TOWELETTE COMPANY,NULL,"NATIONAL TOWELETTE CO, INC",RECEIVING,1726 WOODHAVEN DRIVE,BENSALEM,PA
NAT06,NATIONAL PLASTICS AND SEALS,NULL,NATIONAL PLASTICS AND SEALS,NULL,505 OAKWOOD ROAD #220,LAKE ZURICH,IL
NEW01,N E W PLASTICS CORP,USA,WEDOR CORPORATION,NULL,1907 SOUTH 89TH STREET,WEST ALLIS,WI
NEW04,NEWELL RUBBERMAID OFFICE PRODUCTS,USA,NULL,,NULL,NULL,NULL
NEX06,NEXX SYSTEMS,USA,NULL,NULL,NULL,NULL,NULL
NIA02,NIAGARA MIST MARKETING LTD,CANADA,ARMSTRONG,,,,
NID01,NIDA-CORE,NULL,NULL,DAVE ADAMS,NULL,NULL,NULL
NOR09,NORTH AMERICAN PACKAGING CORP,NULL,CERTIS USA,KATE JENKINS,720    5TH.  ST.,WASCO,CA
NOR11,NORTH AMERICAN PACKAGING CORP,USA,NAMPAC,NORTHERN LABS PO# 50040,2160 LITHONIA IND. BLVD.,LITHONIA,GA
NOR16,NORTHERN LABS,USA,3M UNITED KINGDOM,,HEIGHTON LANE,AYCLIFFE    DURHAM,CO
NOR16,NORTHERN LABS,USA,HELLMAN WORLD WIDE LOGISTICS,,1350 MICHAEL DRIVE,WOOD DALE,IL
NUF01,NUFARM AMERICAS INC,NULL,JACOBSON WARE HOUSE,NULL,480 E. LINCONL HWY,CHICAGO HTS,IL
NUR01,NURASEAL CO LTD,CANADA,NURASEAL CO LTD,NULL,996-B5 WESTPORT CRESCENT,MISSISSAUGA,ON
OFF01,OFFSHORE JOINT SERVICES,NULL,NULL,,NULL,NULL,NULL
OLC01,OLC DOVER LP,USA,NULL,TOVAR ESCALANTE,NULL,NULL,NULL
OLY01,OLYMPIC OIL LTD,NULL,OLYMPIC  OIL,NULL,5000 WEST 41 ST STREET,CICERO,IL
OMN01,OMNIGLOW  LLC,USA,OMNIGLOW LLC,X,3201 NAFTA PARKWAY,BROWNSVILLE,TX
ONE02,ONE UP SPORTS GEAR,USA,NULL,,NULL,NULL,NULL
ORA01,ORANGE GUARD INC,USA,UNITED STATES CONTAINER,NULL,4950 SOUTH SANTA FE AVE,VERNON,CA
ORA01,ORANGE GUARD INC,USA,US CONTAINER,NULL,4950 S. SANTA FE AVE.,VERNON,CA
OUT01,OUTDOOR COLORS LLC,USA,NULL,NULL,NULL,NULL,NULL
OUT02,OUTDOOR COLORS LLC,USA,NULL,TINA,NULL,NULL,NULL
OXY01,OXY CHEM,NULL,NULL,DAVID ANDERSON,NULL,NULL,NULL
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,A & M CLEANING PRODUCTS,RECV,4110 OLD GREENVILLE HWY,CENTRAL,SC
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,ALL PURPOSE ADHESIVES CO,PETE LYNCH  F/HH LABS,2424 LAKELAND RD,DALTON,GA
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,AMERICAN FORMULA,WENDY WHISNANT,4720 FREDERICK DRIVE SW,ATLANTA,GA
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,AQUA EZ,BRAD,300 WHARTON CIRCLE,ATLANTA,GA
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,ARROCHEM,VIC,201 WESTLAND FARM ROAD,MT. HOLLY,NC
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,ATTENTION TO DETAIL,,315 THREE MILE LANE,TUSCUMBIA,AL
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,AUTO INDUSTRIAL MARINE CHEM,MARY GUERRERO,4595 COMMERCE PARKWAY,BUFORD,GA
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,AUTOSHIELD CAR-RITE,,605-5 B NASHVILLE PIKE,GALLATIN,TN
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,AVENTIS,RECV,3310 PASADENA BLVD.,PASADENA,TX
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,BACON PRODUCTS,RECV,1605 SHEPHERD ROAD,CHATTANOOGA,TN
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,CHEMSTAR CORP,MURRAY CHIDESTER,120 INTERSTATE WEST PKWY #100,LITHIA SPRINGS,GA
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,"CUSTOM SYNTHESIS, INC",HARLEY REED,1704 DENVER ROAD,ANDERSON,SC
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,D & M SUPPLY,DAVID BRUNTON,2300 CHARLOTTE AVENUE,NASHVILLE,TN
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,DETAIL SPECIALITIES,,392 WEST MAIN STREET,GALLATIN,TN
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,ETOWAH CHEMICAL,BARBIE,215 NORTH 24TH STREET,GADSDEN,AL
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,EXPERT PRODUCTS,RYAN CRAIG,879 DAVIS DR SE,CONYERS,GA
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,FIBRE CHEMICALS,,DENVER ROAD,ANDERSON,SC
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,HARVARD CHEMICAL,RECV,3595 ZIP INDUSTRIAL BLVD.,ATLANTA,GA
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,HUB STATES,PO# 1664,3609-A RIVER RD,JOHNS ISLAND,SC
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,HUNTER SALES,RECV,418 SOUTH RAILROAD AVENUE,TWIN CITY,GA
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,"I  SCHNEID, INC",,1429 FAIRMOUNT AVENUE  NW,ATLANTA,GA
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,INNOVATIVE SPECIALTY PRODUCTS,RECV,155 SOUTH EASTWAY DRIVE,TROUTMAN,NC
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,KAY CHEMICAL,C/O LEPRECHAUN PROMOTIONS,3240 NORTH O'HENRY BLVD,GREENSBORO,NC
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,KIMBERLY-CLARK CORP,,4702 GOLDFIELD DRIVE,SAN ANTONIO,TX
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,LV PETRO,CHAD EDMUNDSON,1016 NORCROSS IND CT,NORCROSS,GA
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,MIDWEST MATERIALS MANAGEMENT,,1600 NORTH 291 HIGHWAY,SUGAR CREEK,MO
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,NCP MIRACLE II,BILL HUNT,161 RICHARDSON-BASS ROAD,KENLY,NC
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,PACKAGE SUPPLY & EQUIPMENT,MICHAEL EVERHART,4890 DUFF DRIVE,CINCINNATI,OH
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,PACKAGE SUPPLY & EQUIPMENT,BILL HUNT,1513-102 SUNBOW FALLS LANE,RALEIGH,NC
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,PACKAGE SUPPLY & EQUIPMENT,,100 FISK DRIVE SW,ATLANTA,GA
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,PACKAGING SUPPLY & EQUIPMENT,RECV,1513-102 SUNBOW FALLS LANE,RALEIGH,NC
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,PRO TEAM,,202 SOUTH DAYTONA AVE,FLAGLER BEACH,FL
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,PROFESSIONAL CARPET CLEANER,,280 FENTON  DRIVE,ARAB,AL
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,PS&E,F/ACUITY BRANDS,100 FISK DRIVE,ATLANTA,GA
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,PURITAN/CHURCHILL CHEMICAL CO,STEVE GAVER,916 ASHBY STREET NW,ATLANTA,GA
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,SELIG,C/O QUALITY PACKAGING,105 KENDALL PARK LANE DOCK 61,ATLANTA,GA
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,SEM PRODUCTS INC,RECV,651 MICHAEL WYLIE DRIVE,CHARLOTTE,NC
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,SENTRY CHEMICAL,,1016 NORCROSS IND. CT.,NORCROSS,GA
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,SOUTHPAK CONTAINER CORP,PO # 4067,2311-B DISTRIBUTION CENTER DR,CHARLOTTE,NC
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,SPECTRUM AUTO COLOR,RECV,3857 BIRCH ST STE 128,NEW PORT BEACH,CA
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,"TEMP AM640/ FJC, INC",RECV,101 COMMERCIAL DRIVE,MOORESVILLE,NC
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,"TIGER PRODUCTS, INC",NULL,HIGHWAY 701 SOUTH,ELIZABETHTOWN,NC
PAC07,PACKAGE SUPPLY & EQUIPMENT,NULL,WHITAKER OIL COMPANY,MR. NOEL EVANS,1557 MARIETTA ROAD NW,ATLANTA,GA
PAD01,PADLAB,USA,NULL,MR. ORLANDO MONTANEZ,NULL,NULL,NULL
PAL01,PALL CORPORATION,USA,PALL CORPORATION,,25 HARBOR PARK DRIVE,PORT WASHINGTON,NY
PAL01,PALL CORPORATION,USA,PALL LIFE SCIENCES,1500 E BROAD ST,ROAD 194 KM 0.4,FAJARDO,PR
PAL03,"PALM LABS ADHESIVE, INC",USA,PALM LABS,HANK STUTE,3101 SW 25TH STREET,PEMBROKE PARK,FL
PAR01,PARA-CHEM,USA,"PARAGON PACKAGING, INC.",NULL,NULL,MANSFIELD,TX
PAR05,PARAGON VISION SERVICES,NULL,PARAGON VISION SERVICES,NULL,947 EAST IMPALA AVE,MESA,AZ
PAR12,PARKER PLASTICS INC,USA,NULL,NULL,NULL,NULL,NULL
PAR15,PARKER PLASTICS CORPORATION,USA,NULL,NULL,NULL,NULL,NULL
PEN06,PENTAIR WATER,NULL,NULL,MR  MIKE HULBURD,NULL,NULL,NULL
PER06,PERMA POM INC,USA,NULL,MICHAEL HULBURD,NULL,NULL,NULL
PES01,PESTCO INC,NULL,PESTCO,NULL,290 ALPHA DRIVE,PITTISBURGH,PA
PES01,PESTCO INC,NULL,PESTCO INC  RIDC INDUSTRIAL PK,JIMMY  MARTINEZ,290 ALPHA DRIVE,PITTSBURGH,PA
PHA02,PHASEX,NULL,NULL,TOM GOWEN,NULL,NULL,NULL
PHI01,PHILIP B INC,NULL,UNIVERSAL  PKG   SYSTEMS,NULL,14575    YORBA  AVE.,CHINO,CA
PHI02,PHIX DOCTOR,USA,PHIX DOCTOR,NULL,131TOMAHAWK DRIVE #9A,INDIAN HARBOUR BEACH,FL
PIE01,PIER ONE POLYMERS INC,USA,NULL,PHILLIP  LEVY,NULL,NULL,NULL
PIN02,PINNACLE PLASTIC PRODUCTS,USA,NULL,,NULL,NULL,NULL
PJL01,PJL INDUSTRIES,NULL,PJL  INDUSTRIES / PROCHEMCO,NULL,7244  S.     3100  W.,WEST  JORDAN,UT
PJL01,PJL INDUSTRIES,NULL,PRO SEAL PLUS,,1520 WESTFORK DR,LITHIA SPRINGS,GA
PLA02,PLASAN US DEFENSE COMPOSITE STRUCTU,USA,NULL,NULL,NULL,NULL,NULL
PLA03,PLASCOR,NULL,TICORBRAUN,NULL,11213 E. CIRCLE  STE. D,OMAHA,NE
PLA06,PLASMA PROCESSES INC,NULL,NULL,NULL,NULL,NULL,NULL
PLA15,PLASTIC MART COM INC,USA,NULL,RICHARD BYSIE,NULL,NULL,NULL
PLI02,PLIANT (WISCONSIN),NULL,NULL,,NULL,NULL,NULL
PNE01,PNEUMATIC INDUSTRIAL EQUIPMENT,CANADA,PIECO,RECEIVING DEPT.,5035 TIMBERLEA BLVD. UNIT-8,MISSISSAUGA,ON
POL06,POLYAD TECHNOLOGY INC,NULL,ELASTOMER ENGINEERING,QUADRANT EPP,801 STEUBEN ST,SIOUX CITY,IA
POL11,POLY SCIENTIFIC R&D CORP,USA,POLY SCIENTIFIC R&D CORP,QUADRANT EPP,70 CLEVELAND AVE.,BAY SHORE,NY
POL14,POLY HI SOLIDUR INC,NULL,DELMONT PLANT,POLY HI SOLIDUR INC,201 INDUSTRIAL DRIVE,DELMONT,PA
POL14,POLY HI SOLIDUR INC,NULL,KEYSER VALLEY PLANT,,900 NORTH-SOUTH ROAD,SCRANTON,PA
POL14,POLY HI SOLIDUR INC,NULL,POLYMER PLACE PLANT,NULL,4115 POLYMER PLACE,FORT WAYNE,IN
POL14,POLY HI SOLIDUR INC,NULL,QUADRANT EPP USA,RECEIVING DEPT,201 INDUSTRIAL DRIVE,DELMONT,PA
POL17,POLYMER INJECTION MOLDING,NULL,NULL,RECEIVING DEPT,NULL,NULL,NULL
POL19,POLYMER INJECTION MOLDING,NULL,ATK ONALASKA OPERATIONS,NULL,N5549 COUNTY ROAD Z,ONALASKA,WI
POL19,POLYMER INJECTION MOLDING,NULL,POLYMER INJECTION MOLDING,NULL,96 PALMER ROAD,MUNSON,MA
POL21,POLYONE,USA,NULL,JEFF  SMITH,NULL,NULL,NULL
POL25,POLY PROCESSING,NULL,NULL,RECEIVING DEPT,NULL,NULL,NULL
POL29,POLY-TAINER,NULL,MOC  PRODUCTS - PACOIMA,,818-897-3018,PACOIMA,CA
POR01,POR-15 INC,NULL,"POR 15, INC",,1440 ROUTE 565,SUSSEX,NJ
POR01,POR-15 INC,NULL,POR-15 INC,MARTIN ROY,64 SOUTH JEFFERSON RD,WHIPPANY,NJ
POW01,POWER LINE PACKAGING,NULL,POWER RESEARCH,DAVID REDSZUS,4750 VON KARMAN AVENUE,NEWPORT BEACH,CA
PPD01,PPD RUBTECH,CANADA,PPD RUBTECH,NULL,400 RUE RAYMOND,WATERVILLE,QC
PRE01,PRECISION AUTOMOTIVE RESEARCH,USA,PRECISION AUTOMOTIVE,MR. JAY BENZINGER,901 HILLSIDE DRIVE,BENSENVILLE,IL
PRI05,PRIME COATINGS,USA,NULL,BILL HOENNINGER,NULL,NULL,NULL
PRO02,PROCTER & GAMBLE COSMETICS,USA,PROCTOR & GAMBLE COMPANY,NULL,11050 YORK ROAD,HUNT VALLEY,MD
PRO03,PROCTOR & GAMBLE,NULL,PROCTER & GAMBLE,NULL,8700 MASON-MONTGOMERY ROAD,MASON,OH
PRO11,PROMEGA CORPORATION,USA,NULL,MR RICHARD MANSON,NULL,NULL,NULL
